cod_pedido;cod_cliente;cod_fornecedor;cod_categoria;cod_produto;cod_transportadora;cod_filial;cod_funcionario;cod_vendedor;data_pedido;valor_item;valor_total;qtde_item;desconto_item;vendedor;cargo_vendedor;data_admissao;salario_vendedor;endereco_filial;cidade_filial;pais_filial;transportadora;produto;custo_produto;preco_produto;estoque_produto;categoria_produto;grupo_produto;fornecedor;contato_fornecedor;endereco_fornecedor;cidade_fornecedor;pais_fornecedor;cliente;contato_cliente;endereco_cliente;cidade_cliente;pais_cliente;frete_item
10384;5;8;3;20;2;1;2;2;25/12/2018;86,51;2422,28;28;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Tennis Suit;64,49;81;40;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Urras Shop;Urra Gurra Aktersnurra;Berguvsvägen  8;Luleå;Sweden;43,022325581395
10385;75;28;3;60;3;5;1;1;28/05/2021;4,99;79,839999702573;20;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Game Over T-Shirt;4,44;5;19;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Macalena;Paul Smith;P.O. Box 555;Lander;USA;27,963157894737
10385;75;8;3;68;3;5;1;1;28/05/2021;13,65;87,359999674559;8;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Cap;9,67;12,5;6;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Macalena;Paul Smith;P.O. Box 555;Lander;USA;11,185263157895
10385;75;3;7;7;3;5;1;1;28/05/2021;36,13;289,03999892324;10;0,20000000298023;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Runner Shoes;33,11;40;15;"Children's Clothes";3-15 Years;Dressed for Succes;Glenn Miller;707 Oxford Rd.;Ann Arbor;USA;Macalena;Paul Smith;P.O. Box 555;Lander;USA;13,981578947368
10386;21;16;4;34;2;1;2;2;28/03/2021;8,48;84,8;10;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Baywatch Swimsuit;6,76;8;111;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Cloe do Pau;Romario do Sauza;Rua Orós, 92;São Paulo;Brazil;26,932
10386;21;10;1;24;2;1;2;2;28/03/2021;4,11;61,65;15;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Cloe do Pau;Romario do Sauza;Rua Orós, 92;São Paulo;Brazil;40,398
10387;73;28;3;59;2;1;9;9;12/01/2021;8,87;106,44;12;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Rasta WCT;6,69;8,5;79;Sportswear;Sports clothing;FrisersAfrong;Yannik Noah;Bat. B 3, rue des Alpes;Annecy;France;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;9,44
10387;73;10;1;24;2;1;9;9;12/01/2021;4,85;72,75;15;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Samba Soccer Socks;3,9;4,5;20;"Men's Clothes";Fashion for Men;Samba;Ronaldinho;Av. das Americanas 12.890;Sao Paulo;Brazil;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;11,8
10387;73;12;7;28;2;1;9;9;12/01/2021;47,51;285,06;6;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;RDL Suit;36,81;45,6;26;"Children's Clothes";3-15 Years;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;4,72
10387;73;15;1;71;2;1;9;9;12/01/2021;28,99;434,85;15;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Atles Lussekofta;26,49;30,5;26;"Men's Clothes";Fashion for Men;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;11,8
10388;37;21;6;45;2;1;3;3;14/08/2019;8,7;104,39999961108;15;0,20000000298023;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Danske Treshoe;8,44;9,5;5;"Men's Footwear";Men Shoes;Prael Ltd;Preben Elkjer;Lyngbysild Fiskebakken 10;Lyngby;Denmark;Boleros;Robert Bolero;8 Johnstown Road;Cork;Ireland;8,94
10388;37;24;5;52;2;1;3;3;14/08/2019;82,65;1322,3999950737;20;0,20000000298023;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Winter Boots;70,81;80;38;"Women's Footwear";Ladies Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Boleros;Robert Bolero;8 Johnstown Road;Cork;Ireland;11,92
10388;37;24;2;53;2;1;3;3;14/08/2019;62,79;2511,6;40;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Jack Flash Dress;52,38;60,8;0;"Women's Clothes";Fashion for Women;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;Boleros;Robert Bolero;8 Johnstown Road;Cork;Ireland;23,84
10389;19;29;3;62;2;1;9;9;15/01/2020;31,68;633,6;20;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Th Fashing;Greg Thatcher;35 King George;London;UK;14,627160493827
10389;19;7;1;70;2;1;9;9;15/01/2020;27,96;838,8;30;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;US-Master Jeans;24,98;29;15;"Men's Clothes";Fashion for Men;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Th Fashing;Greg Thatcher;35 King George;London;UK;21,940740740741
10389;19;25;3;55;2;1;9;9;15/01/2020;37,49;562,35;15;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Feiss Fleece Trousers;33,18;39;115;Sportswear;Sports clothing;Mountain International;Celine Dion;2960 Rue St. Laurent;Montr‚al;Canada;Th Fashing;Greg Thatcher;35 King George;London;UK;10,97037037037
10389;19;4;8;10;2;1;9;9;15/01/2020;6,33;101,28;16;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Sapporoo Gloves;6,2;7;31;Baby Clothes;0-3 Years;Nitsuchiba;James Sushi;9-8 Sekimai Musashino-shi;Tokyo;Japan;Th Fashing;Greg Thatcher;35 King George;London;UK;11,701728395062
10390;32;21;8;46;3;5;1;1;18/06/2019;10,83;487,35;45;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Rodbye Troje;9,07;12;95;Baby Clothes;0-3 Years;Prael Ltd;Preben Elkjer;Lyngbysild Fiskebakken 10;Lyngby;Denmark;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;5,8286982248521
10390;32;16;4;35;3;5;1;1;18/06/2019;6,56;236,15999960899;40;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;5,1810650887574
10390;32;14;2;72;3;5;1;1;18/06/2019;10,94;236,30399960876;24;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Oyaki Kimono;8,96;11,8;14;"Women's Clothes";Fashion for Women;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;3,1086390532544
10390;32;14;1;31;3;5;1;1;18/06/2019;9,03;487,61999919266;60;0,10000000149012;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;The Corner Store;Ross The Boss;2732 Baker Blvd.;Eugene;USA;7,7715976331361
10391;17;6;8;13;2;2;8;8;18/12/2019;23,12;416,16;18;0;Leif Shine;Sales Coordinator;05/03/2004;5416,6666666667;Mellangatan. 33;Lund;Sweden;SafeAndFast;Aino Shoes;21,11;25;24;Baby Clothes;0-3 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Gluderstedt;Lars von Holstein;Walserweg 21;Aachen;Germany;38,41
10392;59;15;3;69;1;3;4;4;19/12/2019;2,09;104,5;50;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Tube Socks;1,65;2;26;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Extrawagens;Herbert Bernstorf;Geislweg 14;Salzburg;Austria;75,33
10393;73;6;7;14;2;1;9;9;20/07/2019;21,83;687,645;42;0,25;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Kool Sunglasses;20,36;23,25;35;"Children's Clothes";3-15 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;16,764204545455
10393;73;1;1;2;2;1;9;9;20/07/2019;19,17;359,4375;25;0,25;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Mr2 Trousers;16,17;19;17;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;9,9786931818182
10393;73;14;1;31;2;1;9;9;20/07/2019;8,05;257,6;32;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Rossi Bermuda Shorts;7,53;8,5;0;"Men's Clothes";Fashion for Men;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;12,772727272727
10393;73;11;3;25;2;1;9;9;20/07/2019;14,42;75,705;7;0,25;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Basket Vest;10,85;14;76;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;2,7940340909091
10393;73;11;3;26;2;1;9;9;20/07/2019;31,42;1649,55;70;0,25;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Bike Helmet;26,13;31,23;15;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;Rode & Vite;Preben Elkjaer;Vinbæltet 34;København;Denmark;27,940340909091
10394;36;6;8;13;3;5;1;1;20/12/2019;27,04;270,4;10;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Aino Shoes;21,11;25;24;Baby Clothes;0-3 Years;SatSUMAs;Hirosho Tayoto;92 Setsuko Chuo-ku;Osaka;Japan;Pulp Toxedos;Marcellus Wallace;"City Center Plaza
516 Main St.";Elgin;USA;15,92
10394;36;29;3;62;3;5;1;1;20/12/2019;26,67;266,7;10;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Lace Shoes;25,39;29,3;17;Sportswear;Sports clothing;Fast Runners;Ben Johnsson;148 rue Chasseur;Ste-Hyacinthe;Canada;Pulp Toxedos;Marcellus Wallace;"City Center Plaza
516 Main St.";Elgin;USA;15,92
10395;35;21;8;46;2;1;3;3;21/12/2019;11,62;292,82399951518;28;0,10000000149012;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Rodbye Troje;9,07;12;95;Baby Clothes;0-3 Years;Prael Ltd;Preben Elkjer;Lyngbysild Fiskebakken 10;Lyngby;Denmark;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;13,701509433962
10395;35;15;3;69;2;1;3;3;21/12/2019;1,87;14,96;8;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Tube Socks;1,65;2;26;Sportswear;Sports clothing;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;3,9147169811321
10395;35;24;2;53;2;1;3;3;21/12/2019;66,36;4180,6799930781;70;0,10000000149012;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Jack Flash Dress;52,38;60,8;0;"Women's Clothes";Fashion for Women;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;El Zapato Rojo;Nicolas Balines;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;34,253773584906
10396;25;14;2;72;2;2;7;7;22/07/2021;10,96;230,16;21;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Oyaki Kimono;8,96;11,8;14;"Women's Clothes";Fashion for Women;Ravenna Fashion;Pablo Rossi;Viale Dante, 75;Ravenna;Italy;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;9,0490909090909
10396;25;9;5;23;2;2;7;7;22/07/2021;8,6;344;40;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;DSW Sandals;7,43;9;61;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;17,236363636364
10396;25;15;1;71;2;2;7;7;22/07/2021;29,67;1780,2;60;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Atles Lussekofta;26,49;30,5;26;"Men's Clothes";Fashion for Men;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Halle Köln;Dieter Köln;Berliner Platz 43;München;Germany;25,854545454545
10397;60;24;6;51;1;3;5;5;20/08/2021;100,92;1544,0759891725;18;0,15000000596046;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Summit Hiking Boots;82,74;99,9;20;"Men's Footwear";Men Shoes;Cangaroo Shoes;Crocodile Dundee;"170 Prince Edward Parade Hunter's Hill";Sydney;Australia;La Roba do Santho;Leopoldo Samba;Estrada da saúde n. 58;Lisboa;Portugal;21,683571428571
10397;60;8;3;21;1;3;5;5;20/08/2021;10,71;91,034999361634;10;0,15000000596046;Ingrid Hendrix;Sales Representative;17/10/1995;5108,3333333333;66 Rue de Qlik;Paris;France;Quik Shipping;Basket Shoes;8,78;10;3;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;La Roba do Santho;Leopoldo Samba;Estrada da saúde n. 58;Lisboa;Portugal;12,046428571429
10398;71;16;4;35;2;1;3;3;25/10/2019;5,45;163,5;30;0;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Sunny Ski Store;Perry Farell;187 Suffolk Ln.;Boise;USA;5,514
10398;71;25;3;55;2;1;3;3;25/10/2019;37,39;4038,1199933141;120;0,10000000149012;Rob Carsson;Sales Representative;01/10/1994;5250;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Feiss Fleece Trousers;33,18;39;115;Sportswear;Sports clothing;Mountain International;Celine Dion;2960 Rue St. Laurent;Montr‚al;Canada;Sunny Ski Store;Perry Farell;187 Suffolk Ln.;Boise;USA;22,056
10399;79;23;2;76;2;2;7;7;25/03/2020;381,91;13366,85;35;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Halter Dress;304,7;399;57;"Women's Clothes";Fashion for Women;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;10,998561151079
10399;79;15;1;71;2;2;7;7;25/03/2020;27,66;829,8;30;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Atles Lussekofta;26,49;30,5;26;"Men's Clothes";Fashion for Men;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;9,4273381294964
10399;79;12;2;77;2;2;7;7;25/03/2020;12,01;168,14;14;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Wrap Skirt;10,95;13;32;"Women's Clothes";Fashion for Women;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;4,3994244604317
10399;79;8;3;68;2;2;7;7;25/03/2020;13,24;794,4;60;0;Tom Lindwall;Sales Representative;22/11/1995;5083,3333333333;Mellangatan. 33;Lund;Sweden;SafeAndFast;Cap;9,67;12,5;6;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Boombastic;Heinz Disco;Luisenstr. 48;Münster;Germany;18,854676258993
10400;19;12;6;29;2;1;9;9;27/05/2019;121,65;2554,65;21;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Davenport Shoes;100,74;123,79;0;"Men's Footwear";Men Shoes;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Th Fashing;Greg Thatcher;35 King George;London;UK;12,06523255814
10400;19;23;3;49;2;1;9;9;27/05/2019;21,55;646,5;30;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Finnish Sport Blades;15,43;20;10;Sportswear;Sports clothing;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;Th Fashing;Greg Thatcher;35 King George;London;UK;17,236046511628
10400;19;16;4;35;2;1;9;9;27/05/2019;5,8;203;35;0;Helen Brolin;Sales Representative;15/02/1995;5000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;LA. Shorts;5,17;6;20;Swimwear;Beach clothing;Smooth Clothes;Pamela Andersson;3400 - 8th Avenue Suite 210;Bend;USA;Th Fashing;Greg Thatcher;35 King George;London;UK;20,108720930233
10401;82;13;8;30;3;5;1;1;07/12/2019;26,07;469,26;18;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Baby Dark Lounge Suit;22,71;25,89;10;Baby Clothes;0-3 Years;Executive Clothing GMBH;Markus Danzig;Frahmredder 112a;Cuxhaven;Germany;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;3,8464285714286
10401;82;2;2;65;3;5;1;1;07/12/2019;9,06;181,2;20;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Stretch Pants;8,68;10,05;76;"Women's Clothes";Fashion for Women;Big L;James Brown;P.O. Box 78934;New Orleans;USA;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;4,2738095238095
10401;82;26;5;56;3;5;1;1;07/12/2019;40,06;2804,2;70;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Slip-on Shoes;34,17;38;21;"Women's Footwear";Ladies Shoes;Pirilli Company;Alberto Tomba;Via dei Gelsomini, 153;Salerno;Italy;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;14,958333333333
10401;82;15;1;71;3;5;1;1;07/12/2019;30,39;1823,4;60;0;Frank Roll;Sales Representative;01/10/2003;5083,3333333333;234 Sun Street;Seattle;USA;World Wide Transports;Atles Lussekofta;26,49;30,5;26;"Men's Clothes";Fashion for Men;Bar keri;Atle Sk†rdal;Hatlevegen 5;Sandvika;Norway;Bond Ltd;Mark Stark;722 DaVinci Blvd.;Kirkland;USA;12,821428571429
10402;20;7;2;63;1;3;4;4;28/04/2019;18,94;1231,1;65;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Serve-Shirt;15,9;19,9;24;"Women's Clothes";Fashion for Women;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;24,2476
10402;20;9;5;23;1;3;4;4;28/04/2019;9,07;544,2;60;0;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;DSW Sandals;7,43;9;61;"Women's Footwear";Ladies Shoes;Goa Kl„der;Tomas Ravelli;Kaloadagatan 13;G”teborg;Sweden;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;22,3824
10403;20;7;3;16;1;3;4;4;28/09/2019;10,15;181,17749872953;21;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Wimbledon T-Shirt;7,33;9,45;29;Sportswear;Sports clothing;New Balls;Pat Cash;74 Rose St. Moonie Ponds;Melbourne;Australia;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;6,0992307692308
10403;20;22;6;48;1;3;4;4;28/09/2019;31,83;1893,8849867195;70;0,15000000596046;Joan Callins;Sales Manager;03/09/1994;10000;66 Rue de Qlik;Paris;France;Quik Shipping;Root Boot;28,35;32,75;15;"Men's Footwear";Men Shoes;Niemegen Boots;George van Zaant;Verkoop Rijnweg 22;Zaandam;Netherlands;Ski Store;Lars Saalbach;Kirchgasse 6;Graz;Austria;20,330769230769
10404;49;20;5;42;1;4;6;6;19/04/2019;13,37;508,05999960154;40;0,050000000745058;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Walking Shoes;10,95;14;26;"Women's Footwear";Ladies Shoes;Asin Fashion Ltd Co;Li Chi Mihn;471 Serangoon Loop, Suite #402;Singapore;Singapore;"La Moda d'il Futuri";Luca Brassi;Via Ludovico il Moro 22;Bergamo;Italy;29,092
10404;49;11;3;26;1;4;6;6;19/04/2019;33,93;967,00499924161;30;0,050000000745058;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Bike Helmet;26,13;31,23;15;Sportswear;Sports clothing;Der Bahnhof;Karl Straubaum;Tiergartenstraáe 5;Berlin;Germany;"La Moda d'il Futuri";Luca Brassi;Via Ludovico il Moro 22;Bergamo;Italy;21,819
10404;49;23;3;49;1;4;6;6;19/04/2019;19,82;564,86999955699;30;0,050000000745058;Lennart Skoglund;Sales Representative;17/01/2004;5100;Boulevard 3;Nice;France;Quik Shipping;Finnish Sport Blades;15,43;20;10;Sportswear;Sports clothing;Nordik Koskenkorva;Juha Mieto;Valtakatu 12;Lappeenranta;Finland;"La Moda d'il Futuri";Luca Brassi;Via Ludovico il Moro 22;Bergamo;Italy;21,819
10405;47;1;2;3;2;1;2;2;01/01/2019;18,48;924;50;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Chantell Shirt;15,45;20;13;"Women's Clothes";Fashion for Women;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;El Pirata;Andrés Barbanegra;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;75,65
10406;62;1;1;1;2;1;2;2;01/04/2020;19,76;197,6;10;0;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Lenin Jeansshorts;15,37;20;39;"Men's Clothes";Fashion for Men;Sunny Clothes;Peter Shilton;49 Gilbert St.;London;UK;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;8,3011235955056
10406;62;19;8;40;2;1;2;2;01/04/2020;18,93;34,073999943584;2;0,10000000149012;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Duck Trousers;16,34;18,4;123;Baby Clothes;0-3 Years;Mayflower;Ray Bourke;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;1,6602247191011
10406;62;8;3;21;2;1;2;2;01/04/2020;10,51;283,76999953017;30;0,10000000149012;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Basket Shoes;8,78;10;3;Sportswear;Sports clothing;Hot Pants;David Leg;"29 King's Way";Manchester;UK;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;24,903370786517
10406;62;12;7;28;2;1;2;2;01/04/2020;47,34;1789,4519970372;42;0,10000000149012;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;RDL Suit;36,81;45,6;26;"Children's Clothes";3-15 Years;Austerlich;Karl Heinz Berger;Bogenallee 51;Frankfurt;Germany;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;34,864719101124
10406;62;17;8;36;2;1;2;2;01/04/2020;7,88;35,459999941289;5;0,10000000149012;Erik Presley;President;14/09/1993;15000;Citygatan. 1;Stockholm;Sweden;SafeAndFast;Mehmet-Tröja;6,45;8;112;Baby Clothes;0-3 Years;ABC;Anna Book;Brovallav„gen 231;Stockholm;Sweden;Roba di Piel;Jorge Alemaio;Alameda dos Canàrios, 891;São Paulo;Brazil;4,1505617977528
